Loan_ID,Customer_ID,Account_ID,Product_ID,Date_Origination,Date_Closure,Loan_Amount,Interest_Rate,Default_Flag,Recovery_Amount
LN0000758,205402760,ACC205402760,PRD003,9/14/2023,12/5/2024,81805,11.53,0,0
LN0000759,205400398,ACC205400398,PRD003,2/23/2020,12/19/2021,456566,15.14,1,106529.07
LN0000760,205401645,ACC205401645,PRD003,8/12/2022,,222086,14.36,0,0
LN0000761,205401539,ACC205401539,PRD004,6/8/2023,12/31/2024,388277,11.8,0,0
LN0000762,205404618,ACC205404618,PRD004,6/17/2022,,1867198,12.58,0,0
LN0000763,205400374,ACC205400374,PRD003,10/13/2021,12/31/2024,241850,15.66,0,0
LN0000764,205404012,ACC205404012,PRD004,12/11/2022,12/31/2024,306082,10.48,1,82487.51
LN0000765,205402032,ACC205402032,PRD004,10/2/2018,4/3/2021,617476,13.67,0,0
LN0000766,205403712,ACC205403712,PRD003,4/15/2024,12/31/2024,467068,13.47,0,0
LN0000767,205403744,ACC205403744,PRD003,6/1/2023,12/31/2024,249519,10.36,0,0
LN0000768,205400257,ACC205400257,PRD004,11/25/2022,,300313,11.45,0,0
LN0000769,205402255,ACC205402255,PRD004,6/13/2023,12/31/2024,1303567,13.13,0,0
LN0000770,205401422,ACC205401422,PRD003,5/8/2024,12/31/2024,163592,10.92,0,0
LN0000771,205400220,ACC205400220,PRD004,2/6/2024,,1998686,12.38,0,0
LN0000772,205400684,ACC205400684,PRD004,12/1/2023,12/31/2024,703595,8.28,1,377141.85
LN0000773,205401091,ACC205401091,PRD004,10/18/2023,,1547355,14.57,0,0
LN0000774,205400752,ACC205400752,PRD004,11/4/2022,12/31/2024,304198,13.45,0,0
LN0000775,205403652,ACC205403652,PRD003,11/16/2022,12/31/2024,63837,14.15,0,0
LN0000776,205402247,ACC205402247,PRD003,3/1/2023,12/31/2024,165684,17.92,0,0
LN0000777,205402607,ACC205402607,PRD003,10/21/2023,12/31/2024,408932,17.43,0,0
LN0000778,205404398,ACC205404398,PRD003,11/6/2022,12/31/2024,359582,17.48,0,0
LN0000779,205400453,ACC205400453,PRD004,3/31/2022,12/31/2024,372654,12.41,0,0
LN0000780,205400100,ACC205400100,PRD003,7/3/2022,,174918,14.71,0,0
LN0000781,205404739,ACC205404739,PRD003,11/3/2020,1/13/2023,464970,10.71,0,0
LN0000782,205400188,ACC205400188,PRD003,6/22/2024,,88659,17.08,0,0
LN0000783,205403636,ACC205403636,PRD003,2/4/2022,,122878,10.11,0,0
LN0000784,205404794,ACC205404794,PRD003,1/18/2023,12/31/2024,169228,17.83,0,0
LN0000785,205401320,ACC205401320,PRD003,1/1/2024,12/31/2024,78301,10.44,1,55316.5
LN0000786,205400292,ACC205400292,PRD003,2/2/2021,8/30/2023,391514,12.17,0,0
LN0000787,205400005,ACC205400005,PRD003,11/11/2022,12/31/2024,245982,15.49,0,0
LN0000788,205402351,ACC205402351,PRD003,12/30/2019,7/28/2022,498654,10.16,1,380134.81
LN0000789,205403652,ACC205403652,PRD004,1/7/2022,6/16/2023,1080678,10.99,0,0
LN0000790,205404179,ACC205404179,PRD003,4/21/2021,9/7/2022,156506,10.24,1,31946.26
LN0000791,205400130,ACC205400130,PRD003,12/29/2021,,97880,14.14,0,0
LN0000792,205401800,ACC205401800,PRD004,6/17/2024,12/31/2024,418074,12.09,1,225446.7
LN0000793,205404174,ACC205404174,PRD003,5/31/2022,12/18/2024,281750,10.18,0,0
LN0000794,205400870,ACC205400870,PRD003,7/6/2023,,404887,12.31,0,0
LN0000795,205401973,ACC205401973,PRD003,3/4/2021,6/28/2024,194301,13.82,0,0
LN0000796,205404186,ACC205404186,PRD003,2/6/2022,12/18/2023,236252,16.7,0,0
LN0000797,205403029,ACC205403029,PRD003,3/13/2024,12/31/2024,425433,10.94,0,0
LN0000798,205401549,ACC205401549,PRD003,3/8/2023,12/31/2024,71119,14.79,0,0
LN0000799,205402977,ACC205402977,PRD003,4/9/2023,,464953,13.39,0,0
LN0000800,205404908,ACC205404908,PRD004,3/25/2023,12/31/2024,1762561,13.73,0,0
LN0000801,205403685,ACC205403685,PRD003,1/25/2022,2/17/2023,364228,17.9,0,0
LN0000802,205401163,ACC205401163,PRD003,12/14/2023,,94369,10.64,0,0
LN0000803,205403739,ACC205403739,PRD003,10/3/2021,,451879,11.53,0,0
LN0000804,205404574,ACC205404574,PRD003,2/24/2020,,174747,11,0,0
LN0000805,205403707,ACC205403707,PRD003,12/11/2020,,363194,17.77,0,0
LN0000806,205400509,ACC205400509,PRD004,8/23/2023,,777508,13.65,0,0
LN0000807,205400989,ACC205400989,PRD003,4/8/2024,12/31/2024,395652,10.7,0,0
LN0000808,205401285,ACC205401285,PRD003,11/14/2023,12/31/2024,295309,10.1,0,0
LN0000809,205400872,ACC205400872,PRD003,5/2/2020,2/27/2023,102296,17.28,1,71183.96
LN0000810,205404680,ACC205404680,PRD003,8/13/2021,,192538,14.52,0,0
LN0000811,205404560,ACC205404560,PRD003,12/25/2022,12/31/2024,451944,16.81,0,0
LN0000812,205403176,ACC205403176,PRD003,11/7/2021,,310106,13.23,0,0
LN0000813,205402029,ACC205402029,PRD004,11/3/2020,12/13/2022,399699,12.33,0,0
LN0000814,205404662,ACC205404662,PRD004,6/23/2022,12/31/2024,1305396,11.89,0,0
LN0000815,205401960,ACC205401960,PRD004,1/22/2024,12/31/2024,354385,11.07,0,0
LN0000816,205400113,ACC205400113,PRD004,5/19/2024,,1468757,10.25,0,0
LN0000817,205402969,ACC205402969,PRD003,1/20/2021,,262627,12.92,0,0
LN0000818,205400827,ACC205400827,PRD004,12/6/2023,12/31/2024,321783,9.18,0,0
LN0000819,205401870,ACC205401870,PRD003,4/1/2022,,367577,15.06,0,0
LN0000820,205401407,ACC205401407,PRD004,7/29/2018,,1239148,9.4,0,0
LN0000821,205404368,ACC205404368,PRD004,7/21/2021,,1048405,10.59,0,0
LN0000822,205404259,ACC205404259,PRD003,1/26/2023,12/31/2024,287067,16.23,1,93163.66
LN0000823,205403228,ACC205403228,PRD003,3/24/2024,12/31/2024,225607,15.99,0,0
LN0000824,205403378,ACC205403378,PRD003,4/16/2021,12/16/2024,424701,13.74,0,0
LN0000825,205403173,ACC205403173,PRD004,11/30/2022,12/31/2024,1176530,10.05,0,0
LN0000826,205401910,ACC205401910,PRD003,4/29/2023,12/31/2024,470609,13.19,0,0
LN0000827,205400260,ACC205400260,PRD004,12/6/2022,12/2/2024,353119,13.44,1,117236.59
LN0000828,205400716,ACC205400716,PRD003,3/17/2024,,398788,13.19,0,0
LN0000829,205401300,ACC205401300,PRD004,10/30/2023,12/31/2024,972811,8.27,0,0
LN0000830,205403201,ACC205403201,PRD003,7/21/2021,,166341,11.66,0,0
LN0000831,205400560,ACC205400560,PRD004,6/7/2024,12/31/2024,1248754,13.68,1,806286.48
LN0000832,205404311,ACC205404311,PRD003,4/21/2024,12/31/2024,116314,13.98,0,0
LN0000833,205401284,ACC205401284,PRD003,8/29/2022,12/31/2024,454261,15.49,0,0
LN0000834,205401167,ACC205401167,PRD003,3/9/2021,12/31/2024,189300,15.81,0,0
LN0000835,205401307,ACC205401307,PRD003,12/22/2022,12/31/2024,77688,16.46,0,0
LN0000836,205404100,ACC205404100,PRD003,12/13/2021,12/31/2024,123717,16.71,0,0
LN0000837,205400422,ACC205400422,PRD003,10/13/2022,12/10/2023,294786,11.35,1,116927.47
LN0000838,205403619,ACC205403619,PRD004,5/31/2022,,1519296,12.47,0,0
LN0000839,205403081,ACC205403081,PRD004,2/13/2023,3/27/2024,1370006,11.26,1,328363.46
LN0000840,205402863,ACC205402863,PRD003,1/12/2022,,303603,10.52,0,0
LN0000841,205403986,ACC205403986,PRD004,7/19/2021,12/31/2024,265274,11.77,0,0
LN0000842,205401623,ACC205401623,PRD003,4/12/2021,2/14/2024,185330,16.78,0,0
LN0000843,205402037,ACC205402037,PRD004,8/5/2018,,1958134,13.32,0,0
LN0000844,205402440,ACC205402440,PRD004,8/14/2023,12/31/2024,980055,8.83,0,0
LN0000845,205402308,ACC205402308,PRD003,1/10/2021,12/31/2024,150849,17.82,1,118459.84
LN0000846,205400414,ACC205400414,PRD004,5/16/2020,,375616,14.22,0,0
LN0000847,205403137,ACC205403137,PRD003,6/12/2024,12/31/2024,85500,17.54,0,0
LN0000848,205404960,ACC205404960,PRD004,7/25/2020,3/29/2024,341004,13.77,0,0
LN0000849,205402263,ACC205402263,PRD003,3/1/2024,12/31/2024,252905,17.28,0,0
LN0000850,205402724,ACC205402724,PRD004,1/11/2021,12/31/2024,952555,11.13,0,0
LN0000851,205401892,ACC205401892,PRD003,5/2/2020,3/21/2023,389196,15.7,0,0
LN0000852,205400492,ACC205400492,PRD004,12/7/2023,12/31/2024,1548871,13.68,0,0
LN0000853,205400874,ACC205400874,PRD004,4/4/2022,,467331,10.64,0,0
LN0000854,205400139,ACC205400139,PRD003,6/28/2024,,166745,11.68,0,0
LN0000855,205404599,ACC205404599,PRD004,9/28/2022,,1727881,14.34,0,0
LN0000856,205400371,ACC205400371,PRD003,12/29/2020,5/18/2024,391016,10.57,1,254382.28
LN0000857,205404434,ACC205404434,PRD003,10/14/2022,,203224,13.57,0,0
LN0000858,205400954,ACC205400954,PRD003,1/13/2024,12/31/2024,476305,10.92,1,174430.03
LN0000859,205404415,ACC205404415,PRD003,2/21/2021,7/27/2024,300422,14.68,0,0
LN0000860,205403604,ACC205403604,PRD003,12/23/2019,3/14/2023,145760,11.1,1,79419.71
LN0000861,205403050,ACC205403050,PRD004,10/11/2022,,1363817,12.89,0,0
LN0000862,205400953,ACC205400953,PRD003,12/6/2023,,442809,10.42,0,0
LN0000863,205403454,ACC205403454,PRD004,2/20/2019,,1825695,9.1,0,0
LN0000864,205401890,ACC205401890,PRD003,6/25/2023,,413117,10.48,0,0
LN0000865,205403359,ACC205403359,PRD004,10/14/2023,12/31/2024,1822003,13.64,0,0
LN0000866,205401405,ACC205401405,PRD003,5/29/2021,,164925,11.17,0,0
LN0000867,205402911,ACC205402911,PRD003,2/23/2021,5/22/2022,497209,12.25,1,289024.21
LN0000868,205401915,ACC205401915,PRD004,7/19/2022,,1532101,14.46,0,0
LN0000869,205402805,ACC205402805,PRD003,4/9/2024,12/31/2024,329358,16.19,0,0
LN0000870,205402900,ACC205402900,PRD003,3/12/2021,,278082,16.03,0,0
LN0000871,205403604,ACC205403604,PRD004,6/19/2018,1/18/2020,430956,12.86,0,0
LN0000872,205401390,ACC205401390,PRD003,11/22/2021,,378585,11.5,0,0
LN0000873,205400739,ACC205400739,PRD003,5/13/2021,12/31/2024,308777,15.26,0,0
LN0000874,205404952,ACC205404952,PRD003,4/14/2021,,153876,16.81,0,0
LN0000875,205404325,ACC205404325,PRD004,7/3/2022,,336749,10.45,0,0
LN0000876,205400036,ACC205400036,PRD003,1/9/2024,,222844,14,0,0
LN0000877,205403563,ACC205403563,PRD004,9/20/2022,,1568998,12.83,0,0
LN0000878,205403457,ACC205403457,PRD003,5/2/2024,12/31/2024,499339,13.46,0,0
LN0000879,205401359,ACC205401359,PRD004,9/8/2023,12/31/2024,220831,13.66,1,52344.26
LN0000880,205404618,ACC205404618,PRD004,4/2/2021,,267812,13.13,0,0
LN0000881,205400235,ACC205400235,PRD004,8/20/2021,,1142681,12.65,0,0
LN0000882,205402086,ACC205402086,PRD004,1/12/2024,,836085,8.93,0,0
LN0000883,205404246,ACC205404246,PRD003,2/22/2024,,160721,10.81,0,0
LN0000884,205402319,ACC205402319,PRD003,5/7/2022,12/31/2024,162658,17.72,0,0
LN0000885,205404772,ACC205404772,PRD003,5/18/2022,,450271,15.44,0,0
LN0000886,205404969,ACC205404969,PRD004,8/1/2020,10/17/2023,1220519,8.04,0,0
LN0000887,205401604,ACC205401604,PRD003,2/16/2020,4/17/2023,64785,11.45,0,0
LN0000888,205401467,ACC205401467,PRD003,12/6/2021,,203874,10.56,0,0
LN0000889,205401561,ACC205401561,PRD003,8/20/2023,12/31/2024,259385,14.44,0,0
LN0000890,205403112,ACC205403112,PRD004,7/20/2023,12/31/2024,1308692,13.6,1,310962.87
LN0000891,205403265,ACC205403265,PRD003,8/8/2019,11/8/2022,233753,12.53,0,0
LN0000892,205401483,ACC205401483,PRD003,6/8/2022,,393967,14.51,0,0
LN0000893,205402230,ACC205402230,PRD003,4/13/2022,,390232,14.59,0,0
LN0000894,205400326,ACC205400326,PRD004,1/6/2020,2/18/2022,675303,12.84,0,0
LN0000895,205400058,ACC205400058,PRD003,3/21/2024,,197384,13.26,0,0
LN0000896,205403289,ACC205403289,PRD003,3/11/2023,12/31/2024,262810,14.06,0,0
LN0000897,205403162,ACC205403162,PRD003,3/31/2021,11/9/2022,57770,16.62,1,19178.48
LN0000898,205401769,ACC205401769,PRD003,4/15/2024,,319562,17.24,0,0
LN0000899,205402450,ACC205402450,PRD003,9/9/2023,12/31/2024,489146,16.45,0,0
LN0000900,205402802,ACC205402802,PRD004,2/17/2020,8/2/2022,1687487,8.66,0,0
LN0000901,205400335,ACC205400335,PRD004,11/16/2023,,1232471,12.31,0,0
LN0000902,205400658,ACC205400658,PRD004,11/2/2022,,253806,14.94,0,0
LN0000903,205403076,ACC205403076,PRD003,5/15/2021,,121649,11.37,0,0
LN0000904,205401028,ACC205401028,PRD004,9/29/2022,,556383,14.36,0,0
LN0000905,205404096,ACC205404096,PRD003,11/10/2021,,138386,15.57,0,0
LN0000906,205401183,ACC205401183,PRD004,6/6/2022,12/31/2024,467549,8.85,1,314208.6
LN0000907,205402046,ACC205402046,PRD003,1/15/2020,3/27/2023,80563,17.89,0,0
LN0000908,205403003,ACC205403003,PRD003,6/30/2023,12/31/2024,491925,10.02,0,0
LN0000909,205401613,ACC205401613,PRD004,7/31/2021,,1290378,14.65,0,0
LN0000910,205403426,ACC205403426,PRD004,8/12/2021,5/6/2024,294877,14.49,0,0
LN0000911,205401127,ACC205401127,PRD004,12/29/2023,12/31/2024,795776,11.87,0,0
LN0000912,205404589,ACC205404589,PRD003,5/25/2021,6/16/2023,326503,12.72,0,0
LN0000913,205403887,ACC205403887,PRD004,6/30/2024,,946101,14.36,0,0
LN0000914,205403606,ACC205403606,PRD003,7/1/2020,,122633,10.09,0,0
LN0000915,205400500,ACC205400500,PRD003,9/2/2022,,124029,14.35,0,0
LN0000916,205401807,ACC205401807,PRD003,4/26/2021,,315857,17.98,0,0
LN0000917,205400782,ACC205400782,PRD003,9/24/2022,12/31/2024,263672,10.72,0,0
LN0000918,205403627,ACC205403627,PRD003,7/27/2022,12/31/2024,214876,15.61,0,0
LN0000919,205402265,ACC205402265,PRD004,12/11/2023,,349369,14.2,0,0
LN0000920,205404165,ACC205404165,PRD004,8/15/2023,12/31/2024,418228,13.37,0,0
LN0000921,205403634,ACC205403634,PRD003,6/9/2021,,466735,12.8,0,0
LN0000922,205401006,ACC205401006,PRD003,8/22/2023,12/31/2024,411480,10.95,1,226380.35
LN0000923,205400129,ACC205400129,PRD004,6/30/2021,12/31/2024,1803068,14.65,0,0
LN0000924,205403397,ACC205403397,PRD004,12/30/2019,5/26/2022,411249,8.12,0,0
LN0000925,205402374,ACC205402374,PRD003,8/12/2022,12/31/2024,142419,13.79,0,0
LN0000926,205403454,ACC205403454,PRD003,8/25/2022,,389803,11.02,0,0
LN0000927,205403948,ACC205403948,PRD003,10/6/2022,,459976,10.62,0,0
LN0000928,205403275,ACC205403275,PRD003,6/30/2024,12/31/2024,339272,15.09,1,86899.45
LN0000929,205404408,ACC205404408,PRD004,11/29/2021,9/29/2023,353182,10.07,0,0
LN0000930,205400964,ACC205400964,PRD003,12/10/2022,12/31/2024,141100,12.61,0,0
LN0000931,205400658,ACC205400658,PRD003,2/14/2022,7/10/2023,209562,10.35,0,0
LN0000932,205401208,ACC205401208,PRD003,11/4/2021,12/31/2024,350257,10.83,0,0
LN0000933,205403496,ACC205403496,PRD003,12/20/2022,12/31/2024,261387,17.31,1,72300.38
LN0000934,205404746,ACC205404746,PRD003,3/11/2020,9/14/2024,279640,16.73,0,0
LN0000936,205402038,ACC205402038,PRD003,6/16/2022,12/31/2024,284455,16.4,0,0
LN0000937,205401959,ACC205401959,PRD003,7/23/2020,,260403,13.13,0,0
LN0000938,205401617,ACC205401617,PRD003,7/29/2023,12/31/2024,238882,12.09,0,0
LN0000939,205402201,ACC205402201,PRD004,11/6/2023,12/31/2024,1544314,12.3,0,0
LN0000940,205404669,ACC205404669,PRD003,8/4/2022,,401810,10.93,0,0
LN0000941,205403958,ACC205403958,PRD004,5/21/2024,12/31/2024,587199,10.8,0,0
LN0000942,205404315,ACC205404315,PRD003,9/1/2019,,325585,17.39,0,0
LN0000943,205403323,ACC205403323,PRD004,3/13/2023,12/31/2024,1369210,9.72,1,534770.02
LN0000944,205403517,ACC205403517,PRD003,3/7/2023,12/31/2024,268255,16.37,0,0
LN0000945,205402054,ACC205402054,PRD003,4/23/2024,12/31/2024,74338,12.32,1,47409.36
LN0000946,205402366,ACC205402366,PRD004,5/9/2024,12/31/2024,364953,11.36,1,107252.12
LN0000947,205401724,ACC205401724,PRD004,4/28/2021,12/31/2024,1588013,10.07,0,0
LN0000948,205403105,ACC205403105,PRD003,8/23/2022,8/2/2024,173818,11.52,0,0
LN0000949,205400850,ACC205400850,PRD004,4/7/2024,,1798714,13.01,0,0
LN0000950,205404586,ACC205404586,PRD004,11/27/2023,12/31/2024,691613,14.38,0,0
LN0000951,205403736,ACC205403736,PRD004,10/20/2023,,1582594,13.47,0,0
LN0000952,205404261,ACC205404261,PRD003,2/28/2024,,119282,13.86,0,0
LN0000953,205402457,ACC205402457,PRD003,10/27/2020,3/4/2022,203078,12.73,0,0
LN0000954,205403854,ACC205403854,PRD004,8/28/2018,1/29/2022,1858288,11.59,0,0
LN0000955,205403622,ACC205403622,PRD003,1/13/2023,12/31/2024,123474,15.95,0,0
LN0000956,205402115,ACC205402115,PRD003,9/18/2023,,200812,16.8,0,0
LN0000957,205404787,ACC205404787,PRD004,7/17/2021,12/31/2024,560235,9.7,0,0
LN0000958,205401263,ACC205401263,PRD003,5/25/2023,12/31/2024,403668,17.54,0,0
LN0000959,205401957,ACC205401957,PRD004,4/12/2019,1/16/2024,490711,8.96,1,286243.1
LN0000960,205402955,ACC205402955,PRD003,9/1/2022,,266431,14.73,0,0
LN0000961,205402848,ACC205402848,PRD003,3/24/2023,12/31/2024,453980,12.4,1,137849.99
LN0000962,205400743,ACC205400743,PRD003,1/20/2023,12/31/2024,484699,11.83,0,0
LN0000963,205403871,ACC205403871,PRD004,3/10/2024,12/31/2024,825198,11.47,0,0
LN0000964,205404748,ACC205404748,PRD004,2/19/2022,,1977138,12.29,0,0
LN0000965,205403712,ACC205403712,PRD003,2/22/2019,,105851,10.93,0,0
LN0000966,205402987,ACC205402987,PRD003,8/3/2019,,214573,12.92,0,0
LN0000967,205400681,ACC205400681,PRD004,10/10/2021,,1263581,13.85,0,0
LN0000968,205402081,ACC205402081,PRD003,3/28/2023,12/31/2024,187862,11.26,0,0
LN0000969,205400961,ACC205400961,PRD003,6/22/2022,7/6/2023,84641,13.12,0,0
LN0000970,205403792,ACC205403792,PRD003,1/1/2022,12/31/2024,462054,13.57,1,261122.49
LN0000971,205403024,ACC205403024,PRD003,5/15/2021,12/31/2024,213131,15.22,1,153830.27
LN0000972,205402762,ACC205402762,PRD004,12/1/2023,,721012,8.27,0,0
LN0000973,205404422,ACC205404422,PRD003,7/20/2020,9/20/2022,318568,15.9,0,0
LN0000974,205404525,ACC205404525,PRD003,11/11/2021,12/31/2024,254757,14.33,0,0
LN0000975,205402665,ACC205402665,PRD003,4/15/2023,12/2/2024,230929,10.29,1,158803.15
LN0000976,205402919,ACC205402919,PRD004,5/5/2024,12/31/2024,796829,10.31,0,0
LN0000977,205402339,ACC205402339,PRD003,12/22/2021,4/11/2024,288275,17.16,0,0
LN0000978,205402101,ACC205402101,PRD004,10/13/2023,,293595,9.79,0,0
LN0000979,205401180,ACC205401180,PRD003,1/18/2023,12/31/2024,53755,17.68,1,24494.93
LN0000980,205401840,ACC205401840,PRD003,7/12/2023,,80774,14.18,0,0
LN0000981,205402211,ACC205402211,PRD003,9/24/2021,,423103,12.7,0,0
LN0000982,205401743,ACC205401743,PRD004,5/21/2019,1/20/2023,431018,10.07,0,0
LN0000983,205401202,ACC205401202,PRD003,4/4/2024,12/31/2024,289270,11.14,0,0
LN0000984,205403668,ACC205403668,PRD004,4/5/2020,4/26/2023,1927750,11.4,0,0
LN0000985,205401130,ACC205401130,PRD003,4/8/2024,,422475,16.24,0,0
LN0000986,205402405,ACC205402405,PRD003,5/29/2023,,86455,16.27,0,0
LN0000987,205403265,ACC205403265,PRD003,8/17/2020,11/13/2022,432296,14.97,0,0
LN0000988,205402861,ACC205402861,PRD003,4/19/2024,,148146,17.8,0,0
LN0000989,205400220,ACC205400220,PRD003,1/25/2024,12/31/2024,358539,16.84,1,247504.88
LN0000990,205402484,ACC205402484,PRD003,3/11/2023,12/31/2024,97425,16.97,0,0
LN0000991,205401319,ACC205401319,PRD003,9/14/2023,12/31/2024,288757,14.9,0,0
LN0000992,205402200,ACC205402200,PRD003,1/13/2021,12/31/2024,139158,10.81,1,63685.99
LN0000993,205403901,ACC205403901,PRD003,8/28/2021,,196961,11.16,0,0
LN0000994,205401596,ACC205401596,PRD003,9/15/2022,,99332,14.44,0,0
LN0000995,205400442,ACC205400442,PRD004,6/3/2021,12/31/2024,1683783,13.43,0,0
LN0000996,205404438,ACC205404438,PRD004,3/19/2024,,1450848,8.18,0,0
LN0000997,205402840,ACC205402840,PRD003,2/7/2024,,417301,11.93,0,0
LN0000998,205401422,ACC205401422,PRD003,5/7/2024,12/31/2024,101411,13.26,0,0
LN0000999,205401464,ACC205401464,PRD004,9/2/2023,,1348877,9.79,0,0
LN0001000,205402661,ACC205402661,PRD004,11/6/2023,12/31/2024,345647,10.55,1,230541.97
LN0001001,205402243,ACC205402243,PRD003,12/9/2023,12/31/2024,380444,14.07,1,223471.54
LN0001002,205403763,ACC205403763,PRD004,1/31/2023,,1977960,9.06,0,0
LN0001003,205400361,ACC205400361,PRD003,5/11/2024,,409289,17.89,0,0
LN0001004,205402442,ACC205402442,PRD003,9/18/2022,12/31/2024,295735,11.5,0,0
LN0001005,205401714,ACC205401714,PRD004,2/20/2023,12/31/2024,694672,12.7,0,0
LN0001006,205402651,ACC205402651,PRD004,8/25/2023,,629917,12.41,0,0
LN0001007,205404628,ACC205404628,PRD003,7/9/2020,,487362,13.7,0,0
LN0001008,205402006,ACC205402006,PRD003,9/19/2023,10/6/2024,74195,15.5,1,49445.5
LN0001009,205402950,ACC205402950,PRD003,5/8/2022,12/31/2024,58232,17.08,0,0
LN0001010,205402842,ACC205402842,PRD003,8/16/2022,12/31/2024,88081,17.54,1,44491.37
LN0001011,205401214,ACC205401214,PRD004,2/28/2023,12/31/2024,1650308,8.15,0,0
LN0001012,205402313,ACC205402313,PRD003,4/16/2024,12/31/2024,372815,15.96,0,0
LN0001013,205401663,ACC205401663,PRD003,2/9/2024,12/31/2024,125811,16.25,0,0
LN0001014,205404045,ACC205404045,PRD003,2/11/2021,8/29/2023,382780,13.32,1,234829.36
LN0001015,205400542,ACC205400542,PRD003,10/28/2020,3/12/2024,379123,13,0,0
LN0001016,205401816,ACC205401816,PRD003,2/15/2024,12/31/2024,433586,13.96,1,313650.75
LN0001017,205400678,ACC205400678,PRD003,8/13/2023,12/31/2024,206874,16.31,0,0
LN0001018,205400502,ACC205400502,PRD003,3/21/2022,12/31/2024,157989,14.44,1,35355.64
LN0001019,205403836,ACC205403836,PRD003,3/13/2023,12/31/2024,185740,17.63,0,0
LN0001020,205401719,ACC205401719,PRD003,1/2/2024,,386089,16.88,0,0
LN0001021,205402824,ACC205402824,PRD003,5/30/2022,,113693,14.62,0,0
LN0001022,205404125,ACC205404125,PRD004,9/26/2020,,501860,11.58,0,0
LN0001023,205400028,ACC205400028,PRD004,2/3/2024,,1756599,10.17,0,0
LN0001024,205403753,ACC205403753,PRD003,12/21/2020,6/7/2022,174931,17.92,0,0
LN0001025,205401118,ACC205401118,PRD004,10/15/2022,,213442,8.59,0,0
LN0001026,205400403,ACC205400403,PRD003,4/20/2024,12/31/2024,317780,11.93,0,0
LN0001027,205402101,ACC205402101,PRD003,1/3/2024,,146488,12.45,0,0
LN0001028,205403738,ACC205403738,PRD004,4/15/2019,1/11/2023,947283,11.11,0,0
LN0001029,205404412,ACC205404412,PRD003,7/11/2021,,335535,10.56,0,0
LN0001030,205403701,ACC205403701,PRD004,11/28/2021,9/26/2023,824952,12.06,0,0
LN0001031,205403579,ACC205403579,PRD003,12/12/2018,7/6/2022,198181,10.23,0,0
LN0001032,205402792,ACC205402792,PRD003,9/30/2023,12/31/2024,265018,12.09,0,0
LN0001033,205400564,ACC205400564,PRD004,7/12/2023,12/31/2024,797802,12.07,0,0
LN0001034,205403191,ACC205403191,PRD003,8/4/2023,,267518,13.84,0,0
LN0001035,205400534,ACC205400534,PRD003,3/15/2022,4/17/2024,56951,15.28,0,0
LN0001036,205404927,ACC205404927,PRD003,7/29/2022,12/31/2024,229230,10.58,0,0
LN0001037,205403028,ACC205403028,PRD004,3/15/2019,1/3/2023,1609886,8.02,0,0
LN0001038,205402998,ACC205402998,PRD004,4/11/2023,12/31/2024,1077785,12.75,1,652989.68
LN0001039,205403583,ACC205403583,PRD003,1/25/2021,12/31/2024,94999,14.46,1,28268.89
LN0001040,205403993,ACC205403993,PRD003,7/25/2020,11/28/2021,214715,17.41,0,0
LN0001041,205404470,ACC205404470,PRD003,2/19/2020,,344356,15.2,0,0
LN0001042,205402452,ACC205402452,PRD003,11/22/2018,11/5/2021,241202,13.7,0,0
LN0001043,205404945,ACC205404945,PRD004,12/2/2019,10/21/2022,873115,14.5,0,0
LN0001044,205404582,ACC205404582,PRD003,4/22/2022,7/26/2024,56653,15.78,0,0
LN0001045,205400018,ACC205400018,PRD003,5/1/2024,12/31/2024,274422,15.11,0,0
LN0001046,205401149,ACC205401149,PRD003,1/14/2024,,122582,12.19,0,0
LN0001047,205402454,ACC205402454,PRD004,10/11/2021,4/28/2024,1997795,13.69,0,0
LN0001048,205403306,ACC205403306,PRD004,11/1/2022,12/31/2024,1502579,10.15,0,0
LN0001049,205400850,ACC205400850,PRD003,5/13/2024,,136585,15.2,0,0
LN0001050,205400578,ACC205400578,PRD003,5/14/2021,11/10/2022,328947,12,0,0
LN0001051,205402780,ACC205402780,PRD003,12/31/2021,12/31/2024,477485,15.57,0,0
LN0001052,205401264,ACC205401264,PRD003,6/14/2023,12/31/2024,175981,10.35,0,0
LN0001053,205404801,ACC205404801,PRD003,3/26/2022,12/31/2024,310198,15.06,0,0
LN0001054,205402464,ACC205402464,PRD003,12/23/2022,12/31/2024,240130,11.68,0,0
LN0001055,205400233,ACC205400233,PRD003,3/1/2019,5/17/2023,64924,14.93,0,0
LN0001056,205400912,ACC205400912,PRD003,1/17/2019,3/31/2020,486422,16.32,0,0
LN0001057,205402509,ACC205402509,PRD003,6/22/2023,12/31/2024,425422,16.47,0,0
LN0001058,205401827,ACC205401827,PRD004,9/20/2023,12/31/2024,1964492,11.09,0,0
LN0001059,205403694,ACC205403694,PRD003,10/8/2020,12/31/2024,405448,14.87,0,0
LN0001060,205403682,ACC205403682,PRD003,12/18/2022,12/31/2024,215139,15.4,0,0
LN0001061,205403674,ACC205403674,PRD004,5/23/2020,7/13/2021,1295099,13.69,0,0
LN0001062,205402828,ACC205402828,PRD003,1/17/2019,,186792,12.95,0,0
LN0001063,205402245,ACC205402245,PRD004,6/19/2022,,1851740,12.27,0,0
LN0001064,205402286,ACC205402286,PRD003,12/11/2023,12/31/2024,314805,14.29,0,0
